bin_center,count
7.000346260387811,221
17.001038781163434,496
27.001731301939056,954
37.002423822714675,1292
47.003116343490305,1384
57.00380886426592,1316
67.00450138504155,1329
77.00519390581717,1220
87.0058864265928,1068
97.00657894736841,986
107.00727146814404,963
117.00796398891966,934
127.00865650969529,785
137.0093490304709,803
147.0100415512465,761
157.01073407202216,738
167.01142659279776,718
177.01211911357342,599
187.01281163434902,609
197.01350415512462,576
207.01419667590028,571
217.01488919667588,569
227.01558171745148,560
237.01627423822714,528
247.01696675900274,546
257.0176592797784,469
267.018351800554,493
277.0190443213296,449
287.0197368421052,431
297.02042936288086,432
307.0211218836565,414
317.0218144044321,406
327.0225069252077,398
337.0231994459833,404
347.023891966759,412
357.02458448753464,385
367.02527700831024,374
377.02596952908584,389
387.02666204986144,387
397.0273545706371,361
407.0280470914127,369
417.02873961218836,366
427.02943213296396,384
437.03012465373956,340
447.03081717451516,342
457.0315096952908,378
467.0322022160665,343
477.0328947368421,354
487.0335872576177,360
497.0342797783933,362
507.034972299169,305
517.0356648199446,325
527.0363573407202,357
537.0370498614958,327
547.0377423822714,309
557.038434903047,348
567.0391274238227,336
577.0398199445983,358
587.0405124653739,346
597.0412049861495,342
607.0418975069251,340
617.0425900277007,365
627.0432825484764,353
637.043975069252,320
647.0446675900276,355
657.0453601108032,351
667.046052631579,399
677.0467451523546,349
687.0474376731302,333
697.0481301939058,381
707.0488227146814,374
717.049515235457,365
727.0502077562327,364
737.0509002770083,349
747.0515927977839,353
757.0522853185595,346
767.0529778393351,335
777.0536703601108,321
787.0543628808864,334
797.055055401662,315
807.0557479224376,367
817.0564404432132,349
827.0571329639888,286
837.0578254847645,340
847.0585180055401,316
857.0592105263157,297
867.0599030470913,310
877.0605955678669,316
887.0612880886426,325
897.0619806094182,268
907.0626731301938,323
917.0633656509694,296
927.064058171745,304
937.0647506925206,300
947.0654432132964,327
957.066135734072,310
967.0668282548476,275
977.0675207756232,274
987.0682132963989,292
997.0689058171745,306
1007.0695983379501,278
1017.0702908587257,272
1027.0709833795013,290
1037.0716759002771,316
1047.0723684210525,311
1057.0730609418283,299
1067.0737534626037,324
1077.0744459833795,307
1087.075138504155,312
1097.0758310249307,328
1107.076523545706,323
1117.077216066482,339
1127.0779085872575,328
1137.0786011080331,342
1147.079293628809,372
1157.0799861495843,391
1167.0806786703602,403
1177.0813711911355,411
1187.0820637119114,383
1197.0827562326867,445
1207.0834487534626,454
1217.084141274238,472
1227.0848337950138,490
1237.0855263157896,500
1247.086218836565,493
1257.0869113573408,525
1267.0876038781162,569
1277.088296398892,554
1287.0889889196674,604
1297.0896814404432,610
1307.0903739612186,688
1317.0910664819944,674
1327.0917590027698,663
1337.0924515235456,729
1347.0931440443214,752
1357.0938365650968,715
1367.0945290858726,711
1377.095221606648,783
1387.0959141274238,816
1397.0966066481992,822
1407.097299168975,860
1417.0979916897504,899
1427.0986842105262,916
1437.0993767313018,929
1447.1000692520774,941
1457.1007617728533,992
1467.1014542936286,978
1477.1021468144045,966
1487.1028393351799,965
1497.1035318559557,1016
1507.104224376731,1059
1517.1049168975069,1049
1527.1056094182823,1038
1537.106301939058,1035
1547.1069944598337,1071
1557.1076869806093,1059
1567.1083795013851,1145
1577.1090720221605,1054
1587.1097645429363,1115
1597.1104570637117,1079
1607.1111495844875,1107
1617.111842105263,1100
1627.1125346260387,1064
1637.113227146814,1037
1647.11391966759,1020
1657.1146121883655,1038
1667.1153047091411,996
1677.115997229917,974
1687.1166897506923,1021
1697.1173822714682,993
1707.1180747922435,946
1717.1187673130194,953
1727.1194598337947,914
1737.1201523545706,990
1747.120844875346,911
1757.1215373961218,832
1767.1222299168974,826
1777.122922437673,826
1787.1236149584488,820
1797.1243074792242,834
1807.125,783
1817.1256925207754,766
1827.1263850415512,768
1837.1270775623266,743
1847.1277700831024,727
1857.1284626038778,766
1867.1291551246536,691
1877.1298476454294,672
1887.1305401662048,657
1897.1312326869806,639
1907.131925207756,636
1917.1326177285318,661
1927.1333102493072,609
1937.134002770083,597
1947.1346952908584,604
1957.1353878116342,582
1967.1360803324096,593
1977.1367728531854,553
1987.1374653739613,540
1997.1381578947367,559
2007.1388504155125,578
2017.1395429362879,543
2027.1402354570637,496
2037.140927977839,560
2047.1416204986149,540
2057.1423130193907,529
2067.143005540166,538
2077.1436980609415,540
2087.1443905817173,526
2097.145083102493,534
2107.1457756232685,555
2117.146468144044,556
2127.1471606648197,527
2137.1478531855955,498
2147.148545706371,504
2157.1492382271467,507
2167.1499307479226,563
2177.150623268698,549
2187.1513157894733,560
2197.152008310249,566
2207.152700831025,545
2217.1533933518003,554
2227.1540858725757,588
2237.1547783933515,593
2247.1554709141274,573
2257.1561634349027,585
2267.1568559556786,626
2277.1575484764544,562
2287.1582409972298,681
2297.158933518005,663
2307.159626038781,597
2317.160318559557,646
2327.161011080332,686
2337.1617036011075,651
2347.162396121884,675
2357.163088642659,703
2367.1637811634346,680
2377.1644736842104,697
2387.1651662049862,723
2397.1658587257616,716
2407.166551246537,707
2417.167243767313,716
2427.1679362880886,758
2437.168628808864,750
2447.1693213296394,751
2457.1700138504157,749
2467.170706371191,774
2477.1713988919664,852
2487.1720914127422,790
2497.172783933518,797
2507.1734764542934,805
2517.174168975069,850
2527.1748614958447,842
2537.1755540166205,867
