bin_center,count
7.000639549756971,262
17.001918649270912,260
27.003197748784856,387
37.00447684829879,426
47.005755947812744,480
57.00703504732668,501
67.00831414684063,513
77.00959324635457,486
87.0108723458685,475
97.01215144538244,517
107.0134305448964,559
117.01470964441033,606
127.01598874392427,614
137.01726784343822,609
147.01854694295218,607
157.0198260424661,627
167.02110514198006,661
177.02238424149397,637
187.02366334100793,599
197.0249424405219,660
207.0262215400358,609
217.02750063954977,587
227.02877973906368,567
237.03005883857765,612
247.03133793809158,558
257.0326170376055,589
267.0338961371194,534
277.03517523663345,516
287.03645433614736,547
297.03773343566127,510
307.03901253517523,461
317.0402916346892,459
327.0415707342031,459
337.04284983371707,445
347.04412893323104,483
357.04540803274494,459
367.04668713225885,423
377.0479662317729,425
387.0492453312868,510
397.0505244308007,447
407.05180353031466,378
417.0530826298286,356
427.05436172934253,421
437.0556408288565,371
447.05691992837046,370
457.05819902788437,385
467.0594781273983,358
477.06075722691224,393
487.0620363264262,341
497.0633154259401,389
507.0645945254541,354
517.0658736249679,340
527.067152724482,327
537.068431823996,370
547.0697109235098,370
557.0709900230238,311
567.0722691225378,329
577.0735482220516,298
587.0748273215656,304
597.0761064210797,330
607.0773855205935,331
617.0786646201075,320
627.0799437196214,302
637.0812228191353,272
647.0825019186493,301
657.0837810181632,323
667.0850601176771,334
677.0863392171912,295
687.087618316705,273
697.088897416219,281
707.090176515733,268
717.0914556152468,274
727.0927347147608,276
737.0940138142748,285
747.0952929137886,259
757.0965720133026,296
767.0978511128167,283
777.0991302123305,278
787.1004093118445,272
797.1016884113584,272
807.1029675108723,257
817.1042466103863,271
827.1055257099002,259
837.1068048094141,274
847.1080839089282,252
857.1093630084421,238
867.110642107956,234
877.11192120747,224
887.1132003069838,218
897.1144794064978,251
907.1157585060118,223
917.1170376055256,217
927.1183167050397,213
937.1195958045537,240
947.1208749040675,228
957.1221540035815,235
967.1234331030954,244
977.1247122026093,228
987.1259913021233,202
997.1272704016372,232
1007.1285495011512,187
1017.1298286006652,195
1027.1311077001792,214
1037.132386799693,203
1047.1336658992068,212
1057.134944998721,198
1067.1362240982348,237
1077.1375031977486,211
1087.1387822972629,194
1097.1400613967767,192
1107.1413404962905,213
1117.1426195958047,206
1127.1438986953185,168
1137.1451777948323,219
1147.1464568943466,195
1157.1477359938604,178
1167.1490150933741,179
1177.1502941928884,186
1187.1515732924022,179
1197.152852391916,194
1207.15413149143,196
1217.155410590944,192
1227.1566896904578,181
1237.1579687899718,190
1247.1592478894859,171
1257.1605269889997,178
1267.1618060885137,186
1277.1630851880277,209
1287.1643642875415,201
1297.1656433870555,166
1307.1669224865695,192
1317.1682015860833,179
1327.1694806855974,178
1337.1707597851114,181
1347.1720388846252,179
1357.1733179841392,183
1367.1745970836532,194
1377.175876183167,165
1387.1771552826808,183
1397.178434382195,183
1407.1797134817089,161
1417.1809925812227,180
1427.182271680737,184
1437.1835507802507,174
1447.1848298797645,147
1457.1861089792787,148
1467.1873880787925,170
1477.1886671783063,186
1487.1899462778206,165
1497.1912253773344,184
1507.1925044768482,150
1517.1937835763624,161
1527.1950626758762,183
1537.19634177539,145
1547.1976208749043,162
1557.198899974418,175
1567.2001790739318,151
1577.2014581734459,169
1587.20273727296,160
1597.2040163724737,154
1607.2052954719877,142
1617.2065745715017,141
1627.2078536710155,142
1637.2091327705295,155
1647.2104118700436,134
1657.2116909695574,154
1667.2129700690714,155
1677.2142491685854,147
1687.2155282680992,157
1697.2168073676132,165
1707.2180864671273,133
1717.219365566641,151
1727.220644666155,140
1737.221923765669,142
1747.2232028651829,145
1757.2244819646967,167
1767.225761064211,170
1777.2270401637247,145
1787.2283192632385,146
1797.2295983627528,159
1807.2308774622666,154
1817.2321565617804,137
1827.2334356612946,136
1837.2347147608084,151
1847.2359938603222,148
1857.2372729598364,170
1867.2385520593502,151
1877.239831158864,136
1887.2411102583783,146
1897.242389357892,155
1907.2436684574059,141
1917.24494755692,149
1927.246226656434,145
1937.2475057559477,164
1947.2487848554617,139
1957.2500639549758,149
1967.2513430544896,141
1977.2526221540036,137
1987.2539012535176,135
1997.2551803530314,139
2007.2564594525454,146
2017.2577385520594,145
2027.2590176515732,132
2037.2602967510873,127
2047.261575850601,130
2057.262854950115,139
2067.2641340496293,134
2077.2654131491427,145
2087.266692248657,136
2097.267971348171,141
2107.2692504476845,141
2117.2705295471987,122
2127.271808646713,131
2137.2730877462263,129
2147.2743668457406,154
2157.275645945255,132
2167.276925044768,149
2177.2782041442824,170
2187.2794832437967,141
2197.28076234331,122
2207.2820414428243,119
2217.2833205423385,137
2227.284599641852,132
2237.285878741366,138
2247.2871578408804,141
2257.2884369403937,119
2267.289716039908,120
2277.290995139422,125
2287.2922742389355,140
2297.29355333845,130
2307.294832437964,134
2317.2961115374774,122
2327.2973906369916,154
2337.298669736506,124
2347.299948836019,141
2357.3012279355335,145
2367.3025070350477,127
2377.303786134561,133
2387.3050652340753,127
2397.306344333589,135
2407.307623433103,164
2417.308902532617,145
2427.310181632131,153
2437.3114607316447,148
2447.312739831159,131
2457.314018930673,154
2467.3152980301866,157
2477.316577129701,136
2487.3178562292146,129
2497.3191353287284,130
2507.3204144282427,109
2517.3216935277565,144
2527.3229726272702,142
2537.3242517267845,170
2547.3255308262983,151
2557.326809925812,151
2567.3280890253263,142
2577.32936812484,159
2587.330647224354,163
2597.331926323868,145
2607.333205423382,156
2617.3344845228958,163
2627.33576362241,132
2637.337042721924,151
2647.3383218214376,153
2657.339600920952,159
2667.3408800204656,146
2677.3421591199794,141
2687.3434382194937,134
2697.3447173190075,135
2707.3459964185213,150
2717.3472755180355,136
2727.3485546175493,150
2737.349833717063,156
2747.3511128165774,142
2757.3523919160907,136
2767.353671015605,159
2777.354950115119,174
2787.3562292146325,149
2797.357508314147,166
2807.358787413661,154
2817.3600665131744,146
2827.3613456126886,140
2837.362624712203,168
2847.363903811716,158
2857.3651829112305,162
2867.3664620107447,181
2877.367741110258,131
2887.3690202097723,150
2897.3702993092866,165
2907.3715784088,154
2917.372857508314,169
2927.3741366078284,174
2937.3754157073417,150
2947.376694806856,156
2957.3779739063702,166
2967.3792530058836,165
2977.380532105398,133
2987.381811204912,162
2997.3830903044254,169
3007.3843694039397,164
3017.385648503454,162
3027.3869276029673,156
3037.3882067024815,163
3047.3894858019958,187
3057.390764901509,169
3067.3920440010234,167
3077.3933231005376,166
3087.394602200051,163
3097.395881299565,173
3107.3971603990794,192
3117.398439498593,159
3127.399718598107,186
3137.400997697621,174
3147.4022767971346,181
3157.403555896649,169
3167.4048349961627,189
3177.4061140956765,171
3187.4073931951907,177
3197.4086722947045,179
3207.4099513942183,160
3217.4112304937325,159
3227.4125095932463,154
3237.41378869276,192
3247.4150677922744,171
3257.416346891788,186
3267.417625991302,168
3277.418905090816,186
3287.42018419033,193
3297.421463289844,191
3307.422742389358,204
3317.424021488872,172
3327.4253005883857,168
3337.4265796879,152
3347.4278587874137,181
3357.4291378869275,156
3367.4304169864417,170
3377.4316960859555,186
3387.4329751854693,183
3397.4342542849836,153
3407.4355333844974,175
3417.436812484011,169
3427.4380915835254,190
3437.439370683039,177
3447.440649782553,155
3457.4419288820673,161
3467.443207981581,183
3477.444487081095,199
3487.445766180609,164
3497.4470452801224,187
3507.4483243796367,174
3517.449603479151,171
3527.4508825786643,184
3537.4521616781785,188
3547.453440777693,164
3557.454719877206,152
3567.4559989767204,202
3577.4572780762346,182
3587.458557175748,179
3597.459836275262,172
3607.4611153747765,156
3617.46239447429,176
3627.463673573804,175
3637.4649526733183,157
3647.4662317728316,163
3657.467510872346,182
3667.46878997186,178
3677.4700690713735,177
3687.4713481708877,168
3697.472627270402,164
3707.4739063699153,164
3717.4751854694296,185
3727.476464568944,155
3737.477743668457,170
3747.4790227679714,190
3757.4803018674857,167
3767.481580966999,186
3777.4828600665132,172
3787.4841391660275,167
3797.485418265541,189
3807.486697365055,175
3817.4879764645693,162
3827.4892555640827,165
3837.490534663597,166
3847.4918137631107,179
3857.4930928626245,167
3867.4943719621388,149
3877.4956510616526,202
3887.4969301611663,172
3897.4982092606806,157
3907.4994883601944,173
3917.500767459708,189
3927.5020465592224,142
3937.5033256587362,188
3947.50460475825,181
3957.5058838577643,154
3967.507162957278,160
3977.508442056792,163
3987.509721156306,161
3997.51100025582,142
4007.5122793553337,174
4017.513558454848,154
4027.5148375543617,177
4037.5161166538755,159
4047.51739575339,151
4057.5186748529036,154
4067.5199539524174,150
4077.5212330519316,156
4087.5225121514454,159
4097.523791250959,161
4107.5250703504735,169
4117.526349449987,159
4127.527628549501,161
4137.528907649015,159
4147.530186748529,158
4157.531465848043,166
4167.532744947557,166
4177.5340240470705,175
4187.535303146585,150
4197.536582246099,184
4207.537861345612,188
4217.539140445127,142
4227.540419544641,153
4237.541698644154,152
4247.542977743668,164
4257.544256843183,154
4267.545535942696,179
4277.54681504221,162
4287.5480941417245,174
4297.549373241238,172
4307.550652340752,174
4317.551931440266,190
4327.55321053978,190
4337.554489639294,165
4347.555768738808,166
4357.5570478383215,161
4367.558326937836,159
4377.55960603735,182
4387.560885136863,167
4397.562164236378,169
4407.563443335892,183
4417.564722435405,184
4427.566001534919,170
4437.567280634434,153
4447.568559733947,162
4457.569838833461,182
4467.5711179329755,179
4477.572397032489,150
4487.573676132003,175
4497.574955231517,181
4507.576234331031,161
4517.577513430545,198
4527.578792530059,179
4537.580071629573,159
4547.581350729087,145
4557.582629828601,166
4567.583908928114,164
4577.585188027629,157
4587.586467127143,161
4597.587746226656,169
4607.5890253261705,191
4617.590304425685,169
4627.591583525198,184
4637.592862624712,156
4647.594141724227,195
4657.59542082374,157
4667.596699923254,165
4677.597979022768,203
4687.599258122282,165
4697.600537221796,180
4707.60181632131,164
4717.603095420824,147
4727.604374520338,163
4737.605653619852,201
4747.606932719365,164
4757.60821181888,165
4767.609490918394,169
4777.610770017907,172
4787.612049117421,186
4797.613328216936,189
4807.614607316449,212
4817.615886415962,200
4827.617165515478,188
4837.618444614991,182
4847.619723714504,198
4857.621002814019,173
4867.622281913533,197
4877.623561013046,194
4887.624840112561,195
4897.626119212075,200
4907.627398311588,193
4917.628677411103,218
4927.6299565106165,189
4937.63123561013,208
4947.632514709645,211
4957.633793809158,206
4967.635072908672,199
4977.636352008187,196
4987.6376311077,223
4997.6389102072135,221
5007.640189306729,215
5017.641468406242,214
5027.642747505755,226
5037.6440266052705,242
5047.645305704784,213
5057.646584804297,224
5067.647863903812,220
5077.649143003326,213
5087.650422102839,241
5097.651701202354,235
5107.6529803018675,211
5117.654259401381,231
5127.655538500896,246
5137.656817600409,225
5147.658096699923,230
5157.659375799438,205
5167.660654898951,245
5177.6619339984645,275
5187.66321309798,273
5197.664492197493,252
5207.665771297006,236
5217.6670503965215,245
5227.668329496035,261
5237.669608595548,260
5247.670887695063,271
5257.672166794577,292
5267.67344589409,255
5277.674724993605,261
5287.6760040931185,290
5297.677283192632,308
5307.678562292147,270
5317.67984139166,270
5327.681120491174,272
5337.682399590689,297
5347.683678690202,252
5357.684957789716,320
5367.686236889231,309
5377.687515988744,308
5387.688795088257,287
5397.690074187773,321
5407.691353287286,333
5417.692632386799,308
5427.693911486314,330
5437.695190585828,341
5447.696469685341,333
5457.697748784856,344
5467.69902788437,279
5477.700306983883,347
5487.701586083397,350
5497.702865182911,325
5507.704144282425,363
5517.705423381939,336
5527.706702481453,379
5537.707981580967,335
5547.709260680481,352
5557.710539779995,364
5567.711818879508,370
5577.713097979023,385
5587.714377078537,371
5597.71565617805,402
5607.7169352775645,412
5617.718214377079,398
5627.719493476592,411
5637.720772576106,440
5647.722051675621,394
5657.723330775134,416
5667.724609874648,428
5677.725888974162,422
5687.727168073676,444
5697.72844717319,451
5707.729726272704,453
5717.731005372218,420
5727.732284471732,478
5737.733563571246,460
5747.7348426707595,419
5757.736121770274,441
5767.737400869788,456
5777.738679969301,460
5787.739959068816,524
5797.74123816833,440
5807.742517267843,473
5817.743796367357,501
5827.745075466872,467
5837.746354566385,482
5847.747633665899,515
5857.7489127654135,474
5867.750191864927,497
5877.751470964441,534
5887.752750063955,484
5897.754029163469,478
5907.755308262983,501
5917.756587362497,501
5927.7578664620105,535
5937.759145561525,497
5947.760424661039,478
5957.761703760552,527
5967.762982860067,527
5977.764261959581,539
5987.765541059094,544
5997.766820158608,531
6007.768099258123,543
6017.769378357636,563
6027.77065745715,526
6037.7719365566645,575
6047.773215656178,611
6057.774494755692,589
6067.775773855206,525
6077.77705295472,581
6087.778332054234,514
6097.779611153748,572
6107.7808902532615,618
6117.782169352776,614
6127.78344845229,573
6137.784727551803,559
6147.786006651318,586
6157.787285750832,575
6167.788564850345,568
6177.7898439498595,587
6187.791123049374,557
6197.792402148887,575
6207.793681248401,618
6217.794960347916,567
6227.796239447429,556
6237.797518546942,564
6247.798797646457,588
6257.800076745971,648
6267.801355845484,597
6277.802634944999,631
6287.803914044513,579
6297.805193144026,622
6307.806472243541,589
6317.807751343054,538
6327.809030442568,571
6337.810309542083,596
6347.811588641596,576
6357.81286774111,584
6367.814146840625,556
6377.815425940138,636
6387.816705039651,590
6397.817984139167,599
6407.81926323868,600
6417.820542338193,604
6427.821821437708,590
6437.823100537222,616
6447.824379636735,555
